7.967303879559040070e-02,4.324701840367436469e-03,8.649403680734872937e-05,9.210594220533782845e+02
1.161565817426890135e+01,1.003330826965250111e+00,2.006661653930500236e-02,5.672391852178400313e+02
2.292066211346536875e+01,2.002336952090113531e+00,4.004673904180226784e-02,5.494271160549376418e+02
3.703796694241464138e+01,3.001343077215028021e+00,6.002686154430056376e-02,5.799852454919080174e+02
4.989478264003992081e+01,4.000349202339942067e+00,8.000698404679884579e-02,5.737355570669878944e+02
6.184150619246065617e+01,5.003680029305224153e+00,1.000736005861044831e-01,5.561187333739324004e+02
7.159224585816264153e+01,6.002686154430138643e+00,1.200537230886027790e-01,5.247428282763204379e+02
8.443702307250350714e+01,7.001692279555053133e+00,1.400338455911010749e-01,5.185387983518376132e+02
9.846795577090233564e+01,8.000698404679967624e+00,1.600139680935993569e-01,5.169030455488325515e+02
1.107457216279581189e+02,8.999704529804882114e+00,1.799940905960976389e-01,5.045284868818580435e+02
1.233163244342431426e+02,1.000303535677016420e+01,2.000607071354032762e-01,4.930782000076868599e+02
1.354501595636829734e+02,1.100204148189507869e+01,2.200408296379015860e-01,4.801181410402517145e+02
1.515082906419411302e+02,1.200104760701999318e+01,2.400209521403998680e-01,4.797211470003052227e+02
1.591073826281353831e+02,1.300005373214490767e+01,2.600010746428981778e-01,4.528415596855203944e+02
1.728075167741626501e+02,1.400338455911018976e+01,2.800676911822038151e-01,4.442130186711028728e+02
1.858024995559826493e+02,1.500239068423510425e+01,3.000478136847020694e-01,4.334404713367453610e+02
1.976692562038078904e+02,1.600139680936001696e+01,3.200279361872003236e-01,4.199932471352170182e+02
2.118295986931771040e+02,1.700040293448493145e+01,3.400080586896986334e-01,4.111838660744301706e+02
2.266158310361206532e+02,1.800373376145021354e+01,3.600746752290042707e-01,4.027420400554661342e+02
2.406851529031991959e+02,1.900273988657512803e+01,3.800547977315025805e-01,3.926055050224931620e+02
2.544168945997953415e+02,2.000174601170004252e+01,4.000349202340008348e-01,3.815698198874646891e+02
2.684889715127646923e+02,2.100075213682495701e+01,4.200150427364991446e-01,3.707475895482258466e+02
2.827531409459188581e+02,2.199975826194987150e+01,4.399951652389974543e-01,3.598746951857178260e+02
2.982471096394583583e+02,2.300308908891515358e+01,4.600617817783030916e-01,3.500291033652966917e+02
3.096324919443577528e+02,2.400209521404006807e+01,4.800419042808013459e-01,3.353788897354334608e+02
3.203455440020188689e+02,2.500110133916498256e+01,5.000220267832996557e-01,3.203173205178490548e+02
3.331454960824921727e+02,2.600010746428989705e+01,5.200021492857979100e-01,3.075162714506884640e+02
3.480748665286228061e+02,2.700343829125517914e+01,5.400687658251035472e-01,2.964261462208234548e+02
3.619733510864898562e+02,2.800244441638009363e+01,5.600488883276019125e-01,2.843512084843751495e+02
3.737036353796720505e+02,2.900145054150500812e+01,5.800290108301001668e-01,2.705807510941208420e+02
3.866581931319087744e+02,3.000045666662992261e+01,6.000091333325984211e-01,2.577623192431512393e+02
3.976862354734912515e+02,3.100378749359520469e+01,6.200757498719040584e-01,2.436648180964083963e+02
4.115504894880577922e+02,3.200279361872011918e+01,6.400558723744024237e-01,2.314410168023809149e+02
4.264057611338794231e+02,3.300179974384503367e+01,6.600359948769006779e-01,2.196283407084083876e+02
4.398778034048154950e+02,3.400080586896994816e+01,6.800161173793989322e-01,2.069859872653048285e+02
