x,y,z
-4.371283,0.648172,-1.333333
-4.067815,1.87112,-1.333333
3.761039,-2.382747,-1.333333
-3.509258,-1.202243,-1.333333
3.083237,1.921133,-1.333333
-1.083277,-3.544591,-1.333333
1.049667,3.596147,-1.333333
1.548185,-3.460557,-1.333333
-1.163758,3.617581,-1.333333
-3.076043,2.580826,-1.333333
-3.404588,2.91691,-1.333333
3.043662,-2.389439,-1.333333
2.479209,-2.692234,-1.333333
-1.948003,-2.626458,-1.333333
2.422343,2.844114,-1.333333
-2.695,-2.615214,-1.333333
-3.40996,2.171711,-1.333333
3.421382,-2.161486,-1.333333
-0.023516,4.342879,-1.333333
0.623947,-4.332443,-1.333333
-2.178875,3.203837,-1.333333
-1.769309,1.718682,-1.333333
-0.65352,4.308283,-1.333333
-3.898757,-2.488559,-1.333333
-4.375415,0.014846,-1.333333
4.139798,-1.075081,-1.333333
-3.788719,2.420258,-1.333333
-2.182844,-3.043906,-1.333333
-1.866497,3.978971,-1.333333
-4.263032,1.276829,-1.333333
-4.126673,-1.29967,-1.333333
2.35141,-3.63969,-1.333333
1.227044,-4.198949,-1.333333
3.443786,-1.722498,-1.333333
-3.757387,1.171629,-1.333333
-3.960168,-1.968774,-1.333333
3.630549,2.286014,-1.333333
3.330122,1.279615,-1.333333
-2.654982,2.92019,-1.333333
-0.62783,-4.294302,-1.333333
1.215859,4.172176,-1.333333
3.267286,2.819367,-1.333333
-3.08019,1.587888,-1.333333
0.743457,-1.725353,-1.333333
1.71864,-1.784401,-1.333333
-0.812922,1.731891,-1.333333
4.540714,-0.64064,-0.666667
1.807889,3.967249,-0.666667
3.939353,1.7182,-0.666667
4.349635,0.519316,-0.666667
3.992535,-1.811806,-0.666667
4.452677,-0.112754,-0.666667
-1.635289,-3.343555,-0.666667
-4.371283,0.648172,-0.666667
-4.067815,1.87112,-0.666667
-4.375415,0.014846,-0.666667
4.139798,-1.075081,-0.666667
-3.788719,2.420258,-0.666667
-2.182844,-3.043906,-0.666667
-1.866497,3.978971,-0.666667
-4.263032,1.276829,-0.666667
-4.126673,-1.29967,-0.666667
2.35141,-3.63969,-0.666667
2.362087,3.670592,-0.666667
-3.777523,0.077377,-0.666667
3.736678,0.343733,-0.666667
-1.243432,-4.143668,-0.666667
-3.430756,0.642686,-0.666667
-2.267967,1.241369,-0.666667
-3.664962,-0.517915,-0.666667
3.937617,-0.328405,-0.666667
3.769315,0.942775,-0.666667
-1.845832,-3.90531,-0.666667
-2.430045,-3.573591,-0.666667
-2.972184,-3.161403,-0.666667
3.443786,-1.722498,-0.666667
-3.480271,-2.738945,-0.666667
3.360035,-2.845235,-0.666667
-2.944924,3.343194,-0.666667
4.218777,1.151006,-0.666667
-4.283233,-0.628353,-0.666667
2.865364,-3.245418,-0.666667
-2.425574,3.697132,-0.666667
1.806953,-3.970249,-0.666667
-1.275596,4.186705,-0.666667
2.844599,3.284146,-0.666667
-3.08019,1.587888,-0.666667
-3.757387,1.171629,-0.666667
-3.960168,-1.968774,-0.666667
2.422343,2.844114,-0.666667
-2.695,-2.615214,-0.666667
-3.40996,2.171711,-0.666667
3.421382,-2.161486,-0.666667
-0.023516,4.342879,-0.666667
0.623947,-4.332443,-0.666667
-0.003712,-4.358852,-0.666667
0.602867,4.293256,-0.666667
-1.948003,-2.626458,-0.666667
-3.274386,-2.035666,-0.666667
-2.416737,2.500115,-0.666667
2.022927,-2.160555,-0.666667
-1.455891,-2.84185,-0.666667
1.573099,3.438123,-0.666667
2.003772,-3.143563,-0.666667
-1.680047,3.436318,-0.666667
2.052603,3.198201,-0.666667
-2.513848,1.646003,-0.666667
2.772413,2.422524,-0.666667
3.446317,-1.121137,-0.666667
2.479209,-2.692234,-0.666667
3.043662,-2.389439,-0.666667
3.630549,2.286014,-0.666667
3.330122,1.279615,-0.666667
-2.654982,2.92019,-0.666667
-0.62783,-4.294302,-0.666667
1.215859,4.172176,-0.666667
3.267286,2.819367,-0.666667
-3.898757,-2.488559,-0.666667
1.227044,-4.198949,-0.666667
-2.178875,3.203837,-0.666667
-0.65352,4.308283,-0.666667
3.761039,-2.382747,-0.666667
-3.509258,-1.202243,-0.666667
3.083237,1.921133,-0.666667
-1.083277,-3.544591,-0.666667
1.049667,3.596147,-0.666667
1.548185,-3.460557,-0.666667
-1.163758,3.617581,-0.666667
-3.076043,2.580826,-0.666667
-3.404588,2.91691,-0.666667
-0.611124,3.716066,-0.666667
-3.843571,0.620264,-0.666667
-3.600551,1.698581,-0.666667
-0.098098,-1.074822,-1.333333
1.197846,-1.163668,-1.333333
0.783575,-1.152653,-1.333333
2.91857,-0.428533,-1.333333
-2.869091,0.864512,-1.333333
2.615018,0.688009,-1.333333
-2.414889,-0.842054,-1.333333
2.08625,0.701348,-1.333333
1.58019,0.715867,-1.333333
1.078758,0.727403,-1.333333
0.573952,0.732816,-1.333333
-0.437798,0.736265,-1.333333
-1.966075,-0.701043,-1.333333
-1.492319,-0.659319,-1.333333
-1.013756,-0.651765,-1.333333
-0.526672,-0.648838,-1.333333
0.434935,-0.668228,-1.333333
-1.357187,1.229662,-1.333333
0.64271,1.204733,-1.333333
1.158756,1.200301,-1.333333
1.956076,-1.407528,-1.333333
1.119499,-1.522026,-1.333333
-1.301509,1.755756,-1.333333
-0.311385,1.702082,-1.333333
0.701322,1.662127,-1.333333
-0.605673,-1.429219,-1.333333
0.193406,1.678909,-1.333333
-0.192843,-1.502671,-1.333333
2.149162,1.138067,-1.333333
-1.428223,0.735303,-1.333333
1.66827,1.181031,-1.333333
-1.480771,-1.072215,-1.333333
-1.027417,-1.056879,-1.333333
0.350446,-1.12449,-1.333333
-0.376523,1.220405,-1.333333
1.606223,-1.258471,-1.333333
-0.87554,1.227582,-1.333333
-1.823765,1.225641,-1.333333
-0.560761,-1.049244,-1.333333
0.130429,1.211204,-1.333333
-0.937195,0.735203,-1.333333
3.00144,0.107037,-1.333333
1.820353,-0.800465,-1.333333
0.5,0.25,-1.333333
1.0,0.25,-1.333333
1.5,0.25,-1.333333
2.0,0.25,-1.333333
-2.5,-0.25,-1.333333
-2.5,0.25,-1.333333
2.5,0.25,-1.333333
2.5,-0.25,-1.333333
0.0,0.25,-1.333333
-0.652662,-1.746272,-0.666667
-0.974381,2.723954,-0.666667
1.666247,2.068087,-0.666667
0.238196,-1.620746,-0.666667
1.186739,-2.045128,-0.666667
1.334156,-3.067278,-0.666667
-2.817553,2.246865,-0.666667
-3.116756,2.008358,-0.666667
2.038821,-2.507123,-0.666667
1.245018,2.088711,-0.666667
-1.858972,-1.056061,-0.666667
-0.5,0.25,-1.333333
-1.5,0.25,-1.333333
1.357078,-0.724594,-1.333333
0.896884,-0.688183,-1.333333
-3.080764,-0.369636,-1.333333
-1.913918,0.7418,-1.333333
0.067314,0.73592,-1.333333
-2.395854,0.768579,-1.333333
-0.04079,-0.652964,-1.333333
2.253895,-0.935335,-1.333333
-1.0,0.25,-1.333333
2.0,-0.25,-1.333333
1.0,-0.25,-1.333333
0.5,-0.25,-1.333333
0.0,-0.25,-1.333333
-0.5,-0.25,-1.333333
-1.0,-0.25,-1.333333
-1.5,-0.25,-1.333333
-2.0,-0.25,-1.333333
-2.0,0.25,-1.333333
1.5,-0.25,-1.333333
-2.350016,-2.22785,-2.0
-0.652662,-1.746272,-1.333333
2.437822,-2.062255,-2.0
-1.027417,-1.056879,0.0
-1.480771,-1.072215,0.0
0.130429,1.211204,0.0
1.66827,1.181031,0.0
2.149162,1.138067,0.0
-0.192843,-1.502671,0.0
0.193406,1.678909,0.0
-0.605673,-1.429219,0.0
0.701322,1.662127,0.0
-0.311385,1.702082,0.0
-1.301509,1.755756,0.0
1.119499,-1.522026,0.0
-0.812922,1.731891,0.0
1.71864,-1.784401,0.0
0.743457,-1.725353,0.0
-1.769309,1.718682,0.0
1.401918,-1.664153,0.0
1.221415,1.656877,0.0
-1.038689,-1.451948,0.0
-1.516168,-1.474418,0.0
1.811812,1.698194,0.0
2.678023,1.192678,0.0
-2.684496,1.330255,0.0
2.757555,-1.192387,0.0
-3.138387,0.268741,0.0
0.350446,-1.12449,0.0
-0.376523,1.220405,0.0
1.606223,-1.258471,0.0
-0.87554,1.227582,0.0
3.00144,0.107037,0.0
-0.937195,0.735203,0.0
-1.428223,0.735303,0.0
0.434935,-0.668228,0.0
-0.526672,-0.648838,0.0
-1.013756,-0.651765,0.0
-1.492319,-0.659319,0.0
1.245018,2.088711,-1.333333
-0.437798,0.736265,0.0
0.573952,0.732816,0.0
1.078758,0.727403,0.0
1.58019,0.715867,0.0
3.383042,-0.006641,0.0
2.08625,0.701348,0.0
2.615018,0.688009,0.0
-2.869091,0.864512,0.0
2.91857,-0.428533,0.0
0.783575,-1.152653,0.0
1.197846,-1.163668,0.0
-0.098098,-1.074822,0.0
-1.357187,1.229662,0.0
0.64271,1.204733,0.0
1.158756,1.200301,0.0
1.956076,-1.407528,0.0
-0.560761,-1.049244,0.0
-1.823765,1.225641,0.0
-2.414889,-0.842054,0.0
3.166415,0.600951,0.0
-0.387174,-1.931873,0.0
0.258953,2.143151,0.0
1.989935,-1.868296,0.0
1.924316,2.461993,0.0
-1.942034,-1.974647,0.0
-2.256248,2.090791,0.0
2.563028,1.677217,0.0
-2.695893,-1.682384,0.0
0.411015,3.129756,0.0
-0.404848,-3.107308,0.0
0.917166,3.06182,0.0
-0.92855,-2.968209,0.0
-0.095203,3.175243,0.0
0.095169,-3.236109,0.0
-0.609856,2.682491,0.0
0.491046,-3.352145,0.0
0.834477,-3.053554,0.0
-0.587366,3.179463,0.0
2.437822,-2.062255,0.0
2.288387,2.079392,0.0
-2.350016,-2.22785,0.0
-2.658664,1.899709,0.0
-1.96609,2.715646,0.0
1.796544,2.865811,0.0
-1.761125,-2.33606,0.0
0.501878,3.686767,0.0
0.014713,-3.772595,0.0
-0.531769,-3.686119,0.0
-1.069462,3.10492,0.0
1.820353,-0.800465,0.0
1.595429,-2.692392,0.0
-1.508889,2.911901,0.0
-1.45618,-1.915259,0.0
1.332367,2.516174,0.0
0.024182,-2.115103,0.0
-0.235772,2.177047,0.0
-0.988633,-1.868452,0.0
0.756121,2.113571,0.0
0.503136,-2.291262,0.0
-1.273518,2.362489,0.0
-0.728553,2.225206,0.0
1.60579,-2.179652,0.0
-1.807387,2.227793,0.0
2.167356,1.495119,0.0
-0.15479,2.656012,0.0
-2.12075,-1.412221,0.0
3.432266,-0.475276,0.0
2.275607,-1.632869,0.0
-2.191235,1.672842,0.0
-2.944696,-1.026694,0.0
0.331456,2.619504,0.0
0.826858,2.575,0.0
-0.224422,-2.592212,0.0
-0.782877,-2.365065,0.0
-1.365883,-2.370337,0.0
1.400211,2.954273,0.0
0.291372,-2.776813,0.0
1.005554,-2.508956,0.0
-3.282547,1.058814,0.0
0.55358,-3.779119,0.0
1.357078,-0.724594,0.0
-3.080764,-0.369636,0.0
4.206268,2.703204,0.0
4.54816,2.077075,0.0
4.797465,1.408663,0.0
4.949107,0.711574,0.0
5.0,0.0,0.0
4.949107,-0.711574,0.0
4.797465,-1.408663,0.0
4.54816,-2.077075,0.0
4.206268,-2.703204,0.0
3.778748,-3.274304,0.0
3.274304,-3.778748,0.0
2.703204,-4.206268,0.0
2.077075,-4.54816,0.0
1.408663,-4.797465,0.0
0.711574,-4.949107,0.0
0.0,-5.0,0.0
-0.711574,-4.949107,0.0
-1.408663,-4.797465,0.0
-2.077075,-4.54816,0.0
-2.703204,-4.206268,0.0
-3.274304,-3.778748,0.0
-3.778748,-3.274304,0.0
-4.206268,-2.703204,0.0
-4.54816,-2.077075,0.0
-4.797465,-1.408663,0.0
3.778748,3.274304,0.0
3.274304,3.778748,0.0
2.703204,4.206268,0.0
2.077075,4.54816,0.0
2.5,-0.25,0.0
2.5,0.25,0.0
-2.5,0.25,0.0
-2.5,-0.25,0.0
0.0,5.0,0.0
0.0,5.0,-2.0
2.0,0.25,0.0
1.5,0.25,0.0
1.0,0.25,0.0
0.5,0.25,0.0
0.0,0.25,0.0
-0.5,0.25,0.0
-4.949107,-0.711574,0.0
